no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
1112,c***6,不错吧，，，还是这个味，，，，希望你们能保持初衷。。。。。。。会继续关注&apos;。。。。。。赞！！！！,4/7/2016 16:59,0,1,0,0,0,0,0
1113,我***8,传统包，实在的价格，能喝到龙井的味。耐泡，,4/4/2016 10:23,0,1,1,0,0,1,0
1114,x***8,老客，绝对放心，满意。,4/2/2016 17:51,0,0,0,0,0,0,0
1115,藏***士,收到了，看着还可以，一直都喝这个的，好评,3/28/2016 11:26,0,0,0,0,0,0,0
1116,d***l,一如既往的好,3/27/2016 17:18,0,0,0,0,0,0,0
1117,天***8,全五分好评，一直喝卢正浩的西湖龙井茶 谢谢客服,3/26/2016 21:47,0,0,0,1,0,1,0
1118,啃***梨,,3/26/2016 17:35,0,0,0,0,0,0,0
1119,笨***坨,朋友推荐的。应该挺好的！,3/24/2016 9:50,0,0,0,0,0,0,1
1120,痞***邪,味道不错，挺满意的！比上次的明前茶感觉好点,4/13/2016 15:39,0,1,0,0,0,1,0
1121,s***h,先来一壶尝尝,4/13/2016 15:32,0,0,0,0,0,0,0
1122,宛***守,茶叶收到，老名牌未品先好评。谢谢送的精美小瓷杯。 谢谢客服小梅的热情服务。,4/13/2016 15:23,0,0,0,1,0,1,0
1123,后***8,物美价廉，口感好,4/13/2016 14:21,0,1,1,0,0,0,0
1124,m***1,茶太好了，刚收到就喝了，又下单了再买两份l,4/13/2016 14:11,0,1,0,0,0,0,0
1125,l***8,新茶，满意！mx31,4/13/2016 13:44,0,1,0,0,0,0,0
1126,w***g,每年都固定买。,4/13/2016 12:42,0,0,0,0,0,0,0
1127,飞***深,正宗商家龙井品质保证，买的放心。,4/13/2016 11:29,0,1,0,0,0,1,0
1128,被***7,味道不错，很满意！,4/13/2016 10:30,0,1,0,0,0,0,0
1129,痴***极,经过10几天的等待，我的明前茶终于到货了，包装很仔细，很香。,4/13/2016 10:26,1,1,0,0,0,1,0
1130,禅***心,口感不错,4/13/2016 10:10,0,1,0,0,0,0,0
1131,1***n,这个价格这个茶叶不算性价比高吧,4/13/2016 9:28,0,1,1,0,0,0,1
1132,g***斌,明明备注了要玻璃杯，还是发了一个雪瓷杯，茶叶有点碎，总体还可以,4/13/2016 2:42,0,1,0,0,0,1,1
1133,q***9,这家店买了好多年了，支持,4/12/2016 23:49,0,0,0,0,0,0,0
1134,f***g,喜欢这款。送的杯子也很漂亮。,4/12/2016 21:21,0,0,0,0,0,1,0
1135,h***1,茶很不错、赠品也好?,4/12/2016 20:56,0,1,0,0,0,1,0
1136,c***6,很好！一如既往的好！,4/12/2016 20:54,0,0,0,0,0,0,0
1137,万***5,茶叶只能说一般吧。碎片比较多。,4/12/2016 20:39,0,1,0,0,0,0,1
1138,y***7,相比特级老茶树还是逊色不少，一分价钱一分货，这个价格也不能要求太高,4/12/2016 19:48,0,1,1,0,0,0,1
1139,野***子,很好很实惠,4/12/2016 19:46,0,0,1,0,0,0,0
1140,天***神,送人了，包装不错，还有赠品，赠品挺好,4/14/2016 0:54,1,0,0,0,0,1,0
1141,既***月,不错，挺好的。,4/13/2016 23:38,0,0,0,0,0,0,0
1142,齐***2,这回一共买了3种因为相信卢家的茶货真价实所以常买他家的，好评,4/13/2016 22:25,0,0,0,0,0,1,0
1143,l***3,味道还真没的说，很满意，以后再来,4/13/2016 22:01,0,1,0,0,0,0,0
1144,t***0,,4/13/2016 21:38,0,0,0,0,0,0,0
1145,顶***克,还没喝，备着，这个茶日期早，和明前茶差不多，哈哈,4/13/2016 21:32,0,0,0,0,0,1,0
1146,阿***4,第一次购买，预定的2016年的新茶，3-23定的货，4-13日收到，等了这么长的时间，拿到手后泡了一杯，味道不错，口感好，还不错。,4/13/2016 20:37,0,1,0,0,0,1,0
1147,小***8,期待了20多天，终于收到了，泡了一壶，一如既往的好，不错,4/13/2016 20:17,0,1,0,0,0,0,0
1148,赤***3,预订的，物流有点慢，是新茶，挺好喝的。,4/13/2016 20:08,0,1,0,0,1,0,1
1149,飞***8,与价格相符,4/13/2016 19:40,0,0,1,0,0,0,0
1150,1***0,茶叶不错吆。,4/13/2016 18:55,0,1,0,0,0,0,0
1151,g***7,老店质量没的说，红茶绿茶都在这里买过，信得过,4/13/2016 18:35,0,1,0,0,0,1,0
1152,y***1,还是一如既往的好 性价比高,4/13/2016 18:14,0,0,1,0,0,0,0
1153,z***9,一如既往的好 好,4/13/2016 18:09,0,0,0,0,0,0,0
1154,小***3,茶叶很香！茶汤也很好！好评！ 卖家的服务态度没得说，满意！,4/13/2016 17:42,0,1,0,1,0,0,0
1155,泰***岩,杯子质量好，很漂亮。,4/13/2016 17:08,0,0,0,0,0,1,0
1156,我***8,物流很快，包装完整，新茶预约值得等待。全5分好评。,4/13/2016 17:08,1,0,0,0,1,0,0
1157,赵***9,本人新手，品不出什么好茶。感觉还行。送的被子不孬。物流太慢了，同时间从广州发的都提前一天到了。,4/13/2016 16:09,0,0,0,0,1,1,1
1158,t***6,刚收到马上泡了一杯正在喝 传统的包装简单古朴 透着淡淡的茶叶的清香 送的青瓷杯子也特别喜欢 莹润小巧秀美可人 说下茶吧 汤色澄澈嫩绿清香适口回甘醇厚很好喝 客服白琳很不错 耐心细致 总之都很赞 我也是老顾客了 一直在这买茶叶 信任卢正浩,4/13/2016 15:53,1,1,0,0,0,1,0
1159,a***q,新茶的味道就是不一样，赞,4/13/2016 15:50,0,1,0,0,0,0,0
1160,李***9,包装精致完美！,4/14/2016 14:08,1,0,0,0,0,0,0
1161,刘***2,很好，一如既往的好。,4/14/2016 13:46,0,0,0,0,0,0,0
1162,周***7,买了D包和E包。一打开，浓浓的茶香。老公还蛮喜欢的！惊喜能在网上找到这么靠谱的龙井茶叶。就是那个赠品梅兰竹菊杯不是很喜欢，老公说拿来种个仙人球算了。。呵呵。听说这次聚划算又有活动，我又下了两包。,4/14/2016 13:06,0,1,0,0,0,1,1
1163,冯***7,挺好的茶,4/14/2016 12:53,0,1,0,0,0,0,0
1164,杨***德,东西挺好，快递太慢！,4/14/2016 12:23,0,1,0,0,1,0,1
1165,j***n,一如既往的好，每年都来预定,4/14/2016 12:19,0,0,0,0,0,0,0
1166,铁***西,口感香醇，性价比不错,4/14/2016 12:00,0,1,1,0,0,0,0
1167,创***洲,大品牌果然就是不一样，包装的很结实，很注意细节，赠品雪瓷杯非常满意，最重要的还是产品的质量，茶还没喝，但看起来不错，全五分好评！服务态度挺好，值得购买. 好,4/14/2016 11:49,1,1,0,1,0,1,0
1168,一***明,茶香，味正，经典口粮茶！店家赠的杯子也很漂亮！ 很好！,4/14/2016 11:35,0,1,0,0,0,1,0
1169,那***傻,不错，发货快，份量足,4/14/2016 11:12,0,0,0,1,0,1,0
1170,l***4,口感很好,4/14/2016 10:46,0,1,0,0,0,0,0
1171,月***h,已是常客，未喝先给好评。,4/14/2016 10:37,0,0,0,0,0,0,1
1172,l***3,呵呵，一如既往的好。反正不是第一次买了，喝完再来。 好,4/14/2016 10:22,0,0,0,0,0,0,0
1173,冰***0,还行吧，没有很失望，也没有很惊艳,4/14/2016 10:21,0,0,0,0,0,0,1
1174,仙***5,包装很好，还没来得及品尝。,4/14/2016 9:43,1,0,0,0,0,0,0
1175,d***i,好茶，味道也好！谢谢送的杯子！,4/14/2016 9:03,0,1,0,0,0,1,0
1176,刘***9,很好，给5分。,4/14/2016 9:01,0,0,0,0,0,0,0
1177,喜***山,新茶等来，喜欢这款茶的味道，好茶年年来。,4/14/2016 8:39,0,1,0,0,0,0,0
1178,1***w,买了很多次了，相信这里的茶,4/14/2016 6:37,0,0,0,0,0,0,0
1179,w***6,闻起来芳香浓郁，但是口感一般,4/14/2016 4:49,0,1,0,0,0,0,1
1180,孙***y,还好吧，味道不错,4/14/2016 21:43,0,1,0,0,0,0,0
1181,z***r,,4/14/2016 20:46,0,0,0,0,0,0,0
1182,l***n,味道淡了点，不耐泡，感觉好像是新旧混合的,4/14/2016 20:41,0,1,0,0,0,1,1
1183,甲***行,打开快递盒就有清香茶味飘出，再开茶叶包装，茶叶外观一般，但是清香扑鼻，出泡时泡沫较多，茶水色泽算是清亮，饮用口感很好，总体感觉满意。,4/14/2016 20:34,0,1,0,0,0,0,0
1184,q***以,茶叶可以，快递实在不行。,4/14/2016 20:33,0,1,0,0,1,0,1
1185,足***8,满意，挺香的。以后再来。,4/14/2016 20:31,0,1,0,0,0,0,0
1186,c***1,全是筛选出来的，老茶树都是大牙吗，我不懂,4/14/2016 20:30,0,1,0,0,0,0,1
1187,洪***9,老茶客还是对群体种情有独钟啊，这款喝着比A包口感还要好，不多说，好评，非常好,4/14/2016 20:05,0,1,0,0,0,1,0
1188,z***8,还是没有以前买的感觉好吧，是怎么了呢,4/14/2016 19:58,0,0,0,0,0,0,0
1189,s***1,好的话会再来的,4/14/2016 19:33,0,0,0,0,0,0,0
1190,房***w,习惯性好评！,4/14/2016 19:04,0,0,0,0,0,0,1
1191,地***0,很香！适合老茶客！,4/14/2016 18:39,0,1,0,0,0,0,0
1192,阳***7,物美价优，味佳形美，好评,4/14/2016 18:21,0,1,1,0,0,0,0
1193,l***9,备注的要发玻璃杯，发来的还是青瓷杯，并不是玻璃杯有什么特别，只是有卢正浩的3个字，本来打算送给一个特别的朋友，现在没有杯子，看来也送不了了,4/14/2016 18:15,0,0,0,0,0,1,1
1194,p***2,买了好几次了,4/14/2016 17:49,0,0,0,0,0,0,0
1195,l***6,味道纯正，价格合理。,4/14/2016 17:08,0,1,1,0,0,0,0
1196,t***0,不错，杯子也不错,4/14/2016 16:35,0,0,0,0,0,1,0
1197,s***y,还可以 很好,4/14/2016 16:29,0,0,0,0,0,0,0
1198,樱***6,清香，一芽一叶，送的杯子不错！,4/14/2016 15:06,0,1,0,0,0,1,0
1199,x***0,很不错的一款茶，以前每次出差都要到店里去买点茶,4/14/2016 14:17,0,0,0,0,0,0,0
1200,小***5,可以，满意,4/15/2016 12:39,0,0,0,0,0,0,0
1201,p***3,喝过的口味地道的龙井。物有所值。多少年不变的选择。 比较好,4/15/2016 12:14,0,1,1,0,0,0,0
1202,j***7,,4/15/2016 11:14,0,0,0,0,0,0,0
1203,王***信,感觉茶叶不是想得那么好,4/15/2016 10:57,0,1,0,0,0,0,1
1204,深***深,茶叶很好、一如既往。很好、很满意。老客户啦、 客服小卢服务很好、热情周到、细致耐心。,4/15/2016 10:55,0,1,0,1,0,0,0
1205,q***3,很淡 第二炮就美味到了,4/15/2016 10:07,0,1,0,0,0,0,1
1206,t***6,新茶果然很赞，老顾客了常年光顾一惯好评,4/15/2016 9:37,0,1,0,0,0,0,0
1207,文***6,好评，喝过了再来评价,4/15/2016 8:55,0,0,0,0,0,0,1
1208,高***二,味道真不错！还送了茶杯！,4/15/2016 8:26,0,1,0,0,0,1,0
1209,小***来,,4/15/2016 7:18,0,0,0,0,0,0,0
1210,f***2,每年都买，茶不错，青瓷杯也不错,4/15/2016 0:36,0,1,0,0,0,1,0
1211,我***8,老茶客了，放心。,4/14/2016 23:34,0,0,0,0,0,0,0
1212,望***筑,好好，下次还来购买 很好~~~~~~~~~~~~,4/14/2016 23:14,0,0,0,0,0,0,0
1213,j***1,茶叶收到，已经喝过了是今年的新茶无疑，此款虽是雨前二级茶且有着明前的鲜爽口感，香味也好，但对于我这个老茶客来说还缺少醇厚感，此款茶适合喝淡茶的朋友，已经拍了雨前三级，希望能更加满意，好评,4/14/2016 22:31,0,1,0,0,0,1,0
1214,p***e,第二次买，老父很喜欢,4/14/2016 22:19,0,0,0,0,0,0,0
1215,a***5,买了好几次了老公一直都爱喝,4/14/2016 22:05,0,0,0,0,0,0,0
1216,诗***8,老用户，没得说放心,4/14/2016 21:57,0,0,0,0,0,0,0
1217,l***n,非常不错，第二次购买了,4/14/2016 21:56,0,0,0,0,0,0,0
1218,l***9,,4/14/2016 21:55,0,0,0,0,0,0,0
1219,冷***飞,质量还不错，还是老用户！接着买，送人很好看！,4/14/2016 21:46,0,1,0,0,0,0,0
1220,z***s,送人的，应该还可以。,4/15/2016 22:19,0,0,0,0,0,0,1
1221,t***5,回头客了，卢正浩家的茶叶确实好。物有所值，喜欢龙井的可以放心购买！,4/15/2016 22:15,0,1,1,0,0,1,0
1222,o***l,不错，不枉这么长时间的等待。。。,4/15/2016 21:03,0,0,0,0,1,0,1
1223,d***8,第二次购买了，是值得信任的卖家，有质量，有品味，的好茶。以后会再来。,4/15/2016 21:00,0,1,0,0,0,1,0
1224,l***0,买了三年了，很好。,4/15/2016 21:00,0,0,0,0,0,0,0
1225,w***0,一如既往的好,4/15/2016 20:21,0,0,0,0,0,0,0
1226,何***绶,很好，口感不错 很好,4/15/2016 20:19,0,1,0,0,0,0,0
1227,爪***2,很好 非常满意,4/15/2016 20:02,0,0,0,0,0,0,0
1228,顾***2,老爸说还不错，挺好的,4/15/2016 19:43,0,0,0,0,0,0,0
1229,c***8,已经是老顾客了，从去年开始的，必须点赞?,4/15/2016 19:15,0,0,0,0,0,0,0
1230,f***3,收到不错,4/15/2016 17:59,0,0,0,0,0,0,0
1231,人***8,一如既往，老客户了，下次还来！好评！,4/15/2016 17:33,0,0,0,0,0,0,0
1232,h***b,茶叶已收到，是今年的新茶，口感还行。 好,4/15/2016 17:17,0,0,0,0,0,0,0
1233,s***j,味道一如既往的好,4/15/2016 16:15,0,1,0,0,0,0,0
1234,a***e,好茶，口味正对我。再来二包了,4/15/2016 16:09,0,1,0,0,0,0,0
1235,我***票,茶叶买给家里爸爸的，没见到，等了半个多月，希望对得起这份等待吧！ 客服很有耐心！,4/15/2016 15:50,0,0,0,1,1,0,1
1236,h***8,还好，对得起这价，客服回答很耐心。,4/15/2016 15:32,0,0,1,1,0,0,0
1237,c***8,味道不错，耐泡 包装精美,4/15/2016 14:40,1,1,0,0,0,1,0
1238,m***8,很香，送的杯子不错,4/15/2016 14:12,0,1,0,0,0,1,0
1239,l***9,品质很好！,4/15/2016 13:42,0,1,0,0,0,0,0
1240,s***y,茶很新，香味醇，老顾客不多说了，只是这款的确较之前买的不耐泡。,4/17/2016 10:02,0,1,0,0,0,1,1
1241,l***m,是新茶，豆香略淡，总体还行吧,4/17/2016 0:03,0,1,0,0,0,0,1
1242,t***9,还没喝，希望一如既往的好吧,4/16/2016 22:57,0,0,0,0,0,0,1
1243,t***9,物流非常快，感谢客服小梅的热情帮忙，赞一个,4/16/2016 22:56,0,0,0,1,1,0,0
1244,幸***1,千呼万唤，终于新鲜出炉！希望等得值！赠品杯子不错，喜欢呢！谢谢。,4/16/2016 21:53,0,0,0,0,1,1,1
1245,t***1,很好，就是有点碎,4/16/2016 21:30,0,1,0,0,0,0,1
1246,高***1,第二次买了，还没喝，先给五星好评。,4/16/2016 21:26,0,0,0,0,0,0,1
1247,c***5,妈妈已收到，应该还不错。值得等待。,4/16/2016 21:07,0,0,0,0,0,0,0
1248,p***o,首次购买，品质很好，豆香浓郁，甘甜爽口，包装也严实，相当满意，以后还来。,4/16/2016 21:06,1,1,0,0,0,0,0
1249,1***l,买俩包只送一个杯子，抠！与宣传不符。,4/16/2016 20:13,0,0,0,0,0,1,1
1250,x***o,茶收到了，爸妈说不错,4/16/2016 19:40,0,0,0,0,0,0,0
1251,e***y,等了好久，终于等到你！好评,4/16/2016 18:25,0,0,0,0,1,0,1
1252,w***u,送的杯子蛮好看，就是有点烫手。茶叶香气很足！好评！,4/16/2016 15:35,0,1,0,0,0,1,1
1253,清***1,茶叶收到，有着明前的鲜爽口感，香味也好，但对于我这个老茶客来说还缺少醇厚感,4/16/2016 14:08,0,1,0,0,0,0,1
1254,r***n,预售的确实让我等了好久！品质没话说！,4/16/2016 12:46,0,1,0,0,0,0,0
1255,m***k,质量不错的，只是没有想象中的那么好，不是很耐泡，价格与其他相比也不算低啊。总体还可以吧。 服务是真的不错的，预约的，发货也很及时。,4/16/2016 12:32,0,1,1,1,0,1,1
1256,z***7,茶，很不错！刚拿到就泡了一杯！,4/16/2016 12:10,0,1,0,0,0,0,0
1257,j***7,茶叶不错，自己喝喝很实惠，也一直在这里买茶叶，认可这里的品质，希望能越来越好。 很好，,4/16/2016 11:42,0,1,1,0,0,0,0
1258,执***8,宝贝的炒工、成型不错。外观挺诱人，头开香醇浓郁，二开明显淡化基本没什么味道.,4/16/2016 11:19,0,1,0,0,0,1,1
1259,f***r,味道一般 当口粮喝还行。两泡后基本就没撒味道了。 是新茶 还好。,4/16/2016 9:16,0,1,0,0,0,1,1
1260,j***镜,客服态度好，口感不错，好评！,4/18/2016 10:22,0,1,0,1,0,0,0
1261,行***1,喝了几年卢正浩的茶。以后还会喝下去~~,4/18/2016 10:15,0,0,0,0,0,1,0
1262,f***2,已经多次购买了，服务好，还有茶杯赠送，好评,4/18/2016 10:10,0,0,0,1,0,1,0
1263,h***g,还有之前的茶，所以还没拆封，买了不少这个牌子的茶，不错！,4/18/2016 7:30,0,0,0,0,0,1,0
1264,z***8,很好，不错！,4/18/2016 7:26,0,0,0,0,0,0,0
1265,p***6,性价比高，送的茶杯比较精致,4/18/2016 7:05,0,0,1,0,0,1,0
1266,f***2,给老人买的，很满意，多次购买了,4/17/2016 22:42,0,0,0,0,0,0,0
1267,g***1,宝贝不错,4/17/2016 22:21,0,1,0,0,0,0,0
1268,萱***4,满好的一直在喝你家的,4/17/2016 21:20,0,0,0,0,0,0,0
1269,c***c,买了D包，喝了几次，新茶的口感不咋地，第二遍茶味更淡，和描叙存在差异,4/17/2016 20:10,0,1,0,0,0,1,1
1270,z***r,一如即往的好,4/17/2016 20:01,0,0,0,0,0,0,0
1271,o***t,没试，先好评吧。,4/17/2016 19:28,0,0,0,0,0,0,1
1272,英***码,味道不错,4/17/2016 19:05,0,1,0,0,0,0,0
1273,潇***6,很好喝！,4/17/2016 18:51,0,1,0,0,0,0,0
1274,闲***6,外观比老树小，口味没老树好。不能茶间用作比较，自饮尚可。,4/17/2016 18:50,0,1,0,0,0,0,0
1275,w***0,给老爹买的茶，习惯性好评,4/17/2016 16:01,0,0,0,0,0,0,1
1276,x***0,茶叶收到，口感鲜香，茶汤清澈，真正的口粮茶，满意满意，每月必备，2个5分。  申通快递太糟糕，服务也差，失望给1分。,4/17/2016 15:17,0,1,0,1,1,0,1
1277,z***5,老顾客了，还是从前的味道，一直买，家里人都习惯了&hellip;&hellip;,4/17/2016 13:27,0,1,0,0,0,0,0
1278,l***l,品质不错，但好像不如去年，还是给个好评吧。,4/17/2016 10:34,0,1,0,0,0,0,1
1279,h***红,叶片规整，品相好，味道好。,4/17/2016 10:07,0,1,0,0,0,0,0
1280,l***6,好评 还没喝 还送了个杯子,4/19/2016 13:17,0,0,0,0,0,1,0
1281,d***9,豆香馥郁，茶形较整齐，颜色深绿，汤色青绿，口感还行。做为一款口粮茶已很不错了。附赠的雪瓷杯包装超好，完美收到。感谢各位客服的耐心服务。,4/19/2016 10:52,1,1,0,1,0,1,0
1282,s***5,一如既往品质保证，很好。,4/19/2016 9:47,0,1,0,0,0,0,0
1283,p***i,口感好 很实惠,4/19/2016 8:39,0,1,1,0,0,0,0
1284,t***2,还是一如既往的好。,4/19/2016 8:26,0,0,0,0,0,0,0
1285,a***e,还是很好，用完再来,4/19/2016 8:16,0,0,0,0,0,0,0
1286,邹***9,这次买了E包跟D包，茶还不错。物流每次都很快。,4/18/2016 23:31,0,1,0,0,1,0,0
1287,z***1,第三次在店里买茶了，感觉还不错。,4/18/2016 23:06,0,0,0,0,0,0,0
1288,不***8,一打开，浓浓的茶香。宝贝的炒工、成型不错。外观挺诱人，头开香醇浓郁，二开明显淡化、仅剩余味似的。但包装精美、传统，很有怀旧感。给五分好评，,4/18/2016 23:03,1,1,0,0,0,1,1
1289,a***c,是新茶 很好，香气醇正 口感醇厚。已经很多次来贵店买茶了，以后绿茶就在你家固定买了。,4/18/2016 21:44,0,1,0,0,0,0,0
1290,新***荷,茶叶一如既往的好，不愧是卢正浩老牌子了，一直喝卢正浩的茶叶，也算是老茶客了，以后还会继续来买的。,4/18/2016 19:54,0,1,0,0,0,1,0
1291,坏***8,帮朋友买的，他说不,4/18/2016 16:39,0,0,0,0,0,0,0
1292,远***1,实惠口粮茶！,4/18/2016 16:26,0,1,1,0,0,0,0
1293,l***6,口感不错,4/18/2016 15:16,0,1,0,0,0,0,0
1294,4***柔,人不诚、茶臻不臻难说。,4/18/2016 14:12,0,0,0,1,0,1,1
1295,余***梅,第一次在卢正浩买茶叶，必须赞一个。买了两种，店家很用心分开发货的，包装很好，赠品也不含糊，对比同时在另一家茶叶店买的靠谱。关键茶叶很不错，网购这价位的茶叶很不错了。,4/18/2016 13:21,1,1,1,1,0,1,0
1296,冰***店,去年买了5包，比去年的差多了，今年的不醇，放的多了还苦，去年的就不会,4/18/2016 12:51,0,1,0,0,0,0,1
1297,x***4,好多次购买了，值得信赖！,4/18/2016 11:54,0,0,0,0,0,0,0
1298,z***6,好茶非常不错,4/18/2016 11:15,0,1,0,0,0,0,0
1299,f***8,不错 新茶味道很香,4/18/2016 10:56,0,1,0,0,0,0,0
1300,c***0,茶喝着不错！下次再来！五星好评！,4/20/2016 17:15,0,1,0,0,0,0,0
1301,情***生,这款言过其实了，就一泡，下面就没有味了，真没有想到。 客服答应补开发票的，再问小虎说不知道，这么大的公司就只有小虎是好客服了，失望。,4/20/2016 16:43,0,1,0,1,0,1,1
1302,x***8,收到泡了一杯正在喝 .传统的包装简单古朴. 透着淡淡的茶叶的清香. 送的青瓷杯子也很喜欢。,4/20/2016 15:19,1,1,0,0,0,1,0
1303,a***l,卢正浩西湖龙井，传统包装。多次购买。信得过产品。好评。赠品带&ldquo;卢正浩&rdquo;款瓷盖杯，样式好。送人不错。 服务一贯良好、可信。放心购买。,4/20/2016 14:32,1,1,0,1,0,1,0
1304,风***1,速度非常快，口感不错。,4/20/2016 12:37,0,1,0,1,1,0,0
1305,林***涌,很好，很香，味道不错。,4/20/2016 11:52,0,1,0,0,0,0,0
1306,山***子,茶叶物有所值,4/20/2016 11:39,0,1,1,0,0,0,0
1307,l***e,老顾客，不多说。,4/20/2016 10:39,0,0,0,0,0,0,0
1308,t***y,感觉一般，价格还贵！,4/20/2016 8:59,0,1,1,0,0,0,1
1309,h***8,刚打开茶的时候问着味儿挺好的，香气十足，就是泡起来感觉味有点淡，没有闻着的味儿那么好，而且，也就是冲两次，,4/20/2016 8:01,0,1,0,0,0,1,1
1310,燕***家,喝着不错，又买了八包。,4/19/2016 22:51,0,1,0,0,0,0,0
1311,高***让,还行，可以的。,4/19/2016 22:33,0,0,0,0,0,0,0
1312,g***0,茶叶收到，是今年的新茶。,4/19/2016 22:10,0,1,0,0,0,0,0
1313,河***8,不错，喜欢。,4/19/2016 20:22,0,0,0,0,0,0,0
1314,快***0,一如既往的好味道。,4/19/2016 20:18,0,1,0,0,0,0,0
1315,甜***6,好喝继续光顾！,4/19/2016 20:14,0,1,0,0,0,0,0
1316,凝***8,好喝，香！！！老顾客了，味道再重点就完美了！！！,4/19/2016 15:02,0,1,0,0,0,0,0
1317,笑***7,不是第一次买了，一个字，好,4/19/2016 14:22,0,0,0,0,0,0,0
1318,a***i,买给爸爸喝的，说没有特级的好喝，,4/19/2016 13:59,0,1,0,0,0,1,1
1319,大***3,老客户了，一直在这里买！做点品尝包,4/19/2016 13:25,0,0,0,0,0,0,0
1320,幻***云,很好，喝了再买,4/22/2016 17:31,0,0,0,0,0,0,0
1321,l***8,买贵了啊～～后来200G的才70的你元～～亏大了～～送的被子丁点小,4/22/2016 13:18,0,0,1,0,0,1,1
1322,空***生,,4/22/2016 11:01,0,0,0,0,0,0,0
1323,人***6,还可以吧,4/22/2016 8:18,0,0,0,0,0,0,0
1324,瞬***8,卢家的西湖龙井，鲜爽纯香。打开包装即可闻到干茶香。冲泡之后，烟雾妙妙，香气四溢，凑近一闻，浓浓板栗香。特意泡了一杯超浓茶，让香气最大化，一杯半浓茶品一下，喝下之后唇齿留香，回味至纯，茶虽浓味却不至太苦，喉舌处留有回甘。,4/22/2016 8:17,1,1,0,0,0,1,0
1325,k***9,不错不错，老顾客了，杯子质量也挺好，喝完继续买。,4/22/2016 6:53,0,0,0,0,0,1,0
1326,t***9,茶还不错。没去年的好。今年泡两回就没味了。物流很快,4/21/2016 21:26,0,1,0,0,1,1,1
1327,梦***摇,比较耐泡，很不错！,4/21/2016 19:58,0,0,0,0,0,1,0
1328,y***7,哥说茶还不错,4/21/2016 18:32,0,1,0,0,0,0,0
1329,玉***9,很喜欢卢正浩的包装，本人绿茶喝的教较少，感觉还是挺香醇！,4/21/2016 18:30,1,1,0,0,0,1,0
1330,熊***果,绿茶一直这家,4/21/2016 17:46,0,0,0,0,0,0,0
1331,五***幺,还可以，送的杯子也挺好看,4/21/2016 9:23,0,0,0,0,0,1,0
1332,s***9,非常满意，茶叶味道很纯正。,4/20/2016 22:30,0,0,0,0,0,0,0
1333,香***爷,买了A包和D包，刚收货，先评价，货闻起来很香，待会就品茶，应该不错的。 客服&ldquo;小茶人 贡羽&rdquo;服务态度也好，回答快而且清楚，点个赞。,4/20/2016 21:59,0,1,0,1,0,0,0
1334,z***9,要是上班喝还是E包较好。客服不错，上次老茶树的赠品杯子是坏的，很快就补发了。,4/20/2016 21:45,0,0,0,1,0,1,1
1335,就***妍,颜色浅的是在茶庄买的明前，600一斤，深的是卢正浩的雨前，价格实惠，草根茶友除了颜色别的就不明白了,4/20/2016 21:20,0,1,1,0,0,1,0
1336,t***1,还没品尝，一直在这家店买茶，相信应该不会差。,4/20/2016 21:10,0,0,0,0,0,0,1
1337,l***9,味道不错，价廉物美，赞,4/20/2016 20:44,0,1,1,0,0,0,0
1338,z***s,买的第二包了。很香。,4/20/2016 19:00,0,1,0,0,0,0,0
1339,s***9,不错，鲜爽有回甘，滋味香浓，个人感觉，叶片比&ldquo;西湖牌&rdquo;同等级稍老，但味道更有层次些，适合老茶鬼。,4/20/2016 18:19,0,1,0,0,0,1,1
1340,招***猫,送人的，包装简洁大方茶叶不错,4/24/2016 11:43,1,1,0,0,0,0,0
1341,李***2,买了好多次了，一如既往的好喝，赠品也是棒棒哒！,4/24/2016 11:05,0,1,0,0,0,1,0
1342,华***2,寄回老家了，爸妈说不错，就是物流不太好，连个电话都不打，都不知道什么时候送到的，扔门卫那就走了。不过茶叶还是不错的！茶叶给好评！,4/24/2016 10:31,0,1,0,0,1,0,1
1343,矮***错,挺好的。价格合适，包装也不错，反正我也喝不了太好的。这个正好，完美 好,4/23/2016 21:04,1,0,1,0,0,0,0
1344,枫***8,买了好多次了，一直都很好的，也一直是我的首选。,4/23/2016 18:58,0,0,0,0,0,0,0
1345,兔***人,叶子有大有小，汤色还可，喝起来不错，还值。,4/23/2016 17:34,0,1,1,0,0,0,0
1346,t***6,老客了，希望继续加油,4/23/2016 17:33,0,0,0,0,0,0,0
1347,n***g,满意 OK,4/23/2016 17:07,0,0,0,0,0,0,0
1348,摩***客,多次购买，品质如初。,4/23/2016 16:31,0,0,0,0,0,0,0
1349,宁***g,不错，老客户了，茶叶一直非常好。,4/23/2016 13:57,0,1,0,0,0,0,0
1350,李***9,家人说是新茶，味道还可以，下次可以考虑继续在你家买了,4/23/2016 13:21,0,1,0,0,0,0,0
1351,浩***8,还没喝，但是从包装来看很不错，满意，等喝了再评价,4/23/2016 12:09,1,0,0,0,0,0,0
1352,c***9,,4/23/2016 10:49,0,0,0,0,0,0,0
1353,1***p,经常在这家买，茶很不错。客服琪灵态度非常好！,4/23/2016 10:28,0,1,0,1,0,0,0
1354,2***i,茶叶不错，下次还会再来的,4/23/2016 3:19,0,1,0,0,0,0,0
1355,m***2,超级好喝的茶叶，多次购买了！,4/22/2016 23:13,0,1,0,0,0,0,0
