rateContent,package,quality,price,service,logistics,other,sentiment
挺好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶比较香，还没有喝，暂时先给好评。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
老爸已经在喝了，还不错，味道还可以，但是，不禁泡，两次左右就没有味道了，但是，龙井或许就这样。,0.0,1.0,0.0,0.0,0.0,1.0,1.0
买好几次了，口感极好,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶包装很高档，还送了杯子，真是超值啊。茶叶也很好喝。很好的一次购物。这样的活动办得真好,1.0,1.0,0.0,0.0,0.0,1.0,0.0
不错的，一分价钱一分货，好评,0.0,0.0,0.0,0.0,0.0,0.0,0.0
多次购买了，茶叶质量一如既往地好，必须给全五分好评！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
非常好，包装也好，快递很快,1.0,0.0,0.0,0.0,1.0,0.0,0.0
包装很好的 价格也很便宜 口感很好的 卖家服务也很好的 质量非常的好 很满意,0.0,1.0,1.0,1.0,0.0,0.0,0.0
很不错 茶的口感很好 快,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶一般，梗一半，叶一半,0.0,1.0,0.0,0.0,0.0,0.0,1.0
无需多说，我是老顾客了，品质一贯的好,0.0,1.0,0.0,0.0,0.0,0.0,0.0
嗯嗯，茶叶不错，买了很多次了,0.0,1.0,0.0,0.0,0.0,0.0,0.0
包装不错，茶叶一般，都是大叶子,1.0,1.0,0.0,0.0,0.0,0.0,1.0
一如既往的好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
老客户了，好评！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还好吧，感觉和崂山茶味道差不多，没有实体商店卖的合算,0.0,1.0,1.0,0.0,0.0,0.0,0.0
送人没拆。,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"卢正浩，是听同事说的，买网茶就买卢正浩的。他喝正山小种，我喝龙井,其实这两种茶都很好。 全五分。",0.0,1.0,0.0,0.0,0.0,1.0,0.0
聚划算买的，真的很划算，而且很好喝，喝完还来买！,0.0,0.0,1.0,0.0,0.0,1.0,0.0
还不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
买给老爸的，还不知道怎么样了，呵呵,0.0,0.0,0.0,0.0,0.0,0.0,1.0
质量不错，泡开后有股豆香，清新自然，口感清爽。好评！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
没有仔细看，雨前三级，有点贵,0.0,0.0,1.0,0.0,0.0,1.0,0.0
打开包装茶叶里有根长发，物流也慢习惯性好评。,1.0,0.0,0.0,0.0,0.0,0.0,1.0
包装很好!盒子精美，茶还没有喝!应该不会差!好评!,1.0,0.0,0.0,0.0,0.0,0.0,0.0
吃着还行,0.0,1.0,0.0,0.0,0.0,0.0,0.0
好茶，新鲜味甘。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
头一次买这款茶，老公很喜欢，喝完还来,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶买来送朋友的，味道不好评价。包装还是蛮讲究的，外面是纸盒，里面是铁盒，再里面还有铝箔，送礼应该拿的出。朋友喝了好的话，还会再来的。 好！,1.0,1.0,0.0,0.0,0.0,0.0,0.0
值这个价钱,0.0,0.0,1.0,0.0,0.0,0.0,0.0
老客户了，爸爸说这个很好喝,0.0,1.0,0.0,0.0,0.0,0.0,0.0
收到了，有赠品吗？给老爸尝尝，回头再追评,0.0,0.0,0.0,0.0,0.0,1.0,1.0
非常好喝！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
我一直喝他们家的茶  挺好的   你只是你们的粉丝,0.0,0.0,0.0,0.0,0.0,0.0,0.0
送礼的好选择,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这个还没喝，但是相信卢正浩的品质,0.0,0.0,0.0,0.0,0.0,1.0,0.0
这款茶叶还不错，今年雨水较多，所以茶叶味有些偏淡，总体还是满意的。 自购,0.0,1.0,0.0,0.0,0.0,0.0,1.0
茶还可以，不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
价格有点贵，东西看着也少，不过东西不错,0.0,0.0,1.0,0.0,0.0,0.0,1.0
老顾客了，不错的品质,0.0,1.0,0.0,0.0,0.0,0.0,0.0
很好，不错！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶收到了，很喜欢卖家赠送的杯子，很满意。物流也很快。茶叶还是以前喝的味道，不错?,0.0,1.0,0.0,1.0,1.0,0.0,0.0
已经是多次购买了。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶是好茶，客服的态度生硬，感觉象和机器在对话,0.0,1.0,0.0,1.0,0.0,0.0,0.0
该西湖龙井茶叶比较正宗，味道非常不错。值得再次购买。 全5分。,0.0,1.0,0.0,0.0,0.0,1.0,0.0
很差，与事实描述不符，与图片没有可比性，一次失败的网购,0.0,0.0,0.0,0.0,0.0,1.0,1.0
口感的确很好,0.0,1.0,0.0,0.0,0.0,0.0,0.0
这二天比较忙忘记了，我是比较爱喝茶的  打开包装就有一股清香味,0.0,1.0,0.0,0.0,0.0,0.0,0.0
卖家发货还是很快的，物流也很给力，刚刚收到，看着很不错，第一次买，感觉很好,0.0,0.0,0.0,1.0,1.0,0.0,0.0
东西很好我特别喜欢我真诚的推荐分享给大家，我觉得是一家很不错的店铺，大家可以来看看，嘻嘻反正我是特别的喜欢哟！,0.0,0.0,0.0,1.0,0.0,0.0,0.0
物流太慢  茶叶不错,0.0,0.0,0.0,0.0,1.0,0.0,1.0
茶叶不错，汤色很正，清香。 服务态度很热情 ，都是有问必答，回复速度也很快。,0.0,1.0,0.0,1.0,0.0,0.0,0.0
还行吧。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
很好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非常好的卖家！一打开包裹满满的茶香！春茶已预订！ 客服小卢非常周到，不错，值得表扬！,0.0,1.0,0.0,1.0,0.0,0.0,0.0
挺好的，不错，实惠。,0.0,1.0,1.0,0.0,0.0,0.0,0.0
呃，跟菊花一起泡了下，感觉还行。。。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶不错，长期买这家的茶。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还没喝，喝过后，会追加,0.0,0.0,0.0,0.0,0.0,0.0,1.0
好的，每年都会来买,0.0,0.0,0.0,0.0,0.0,0.0,0.0
很好，第三次买了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
速度很快，价格很便宜，一直买你家的龙井，口粮茶，五分好评！ 好,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"这个价位龙井喝起来口味比较一般，挑的人就买价位高点的吧,少点埋怨可以.",0.0,1.0,1.0,0.0,0.0,1.0,0.0
凑合,0.0,0.0,0.0,0.0,0.0,0.0,1.0
快递大哥辛苦了！服务态度好，东西很喜欢，物超所值！,0.0,0.0,1.0,1.0,1.0,0.0,0.0
不错！好评,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶一般，价格摆在那里了，可以理解。商家用心做事，还送了茶叶，点赞?,0.0,1.0,1.0,1.0,0.0,0.0,0.0
茶叶很好喝，还送了杯子，很愉快的一次购物,0.0,1.0,0.0,0.0,0.0,1.0,0.0
包装很精致，泡出的茶色也很好，喝起来清香淡雅，很不错。,1.0,1.0,0.0,0.0,0.0,0.0,0.0
试喝了下 还好吧。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶收到，还未品尝，5月份我儿子结婚时与亲朋好友共同品尝。,0.0,0.0,0.0,0.0,0.0,0.0,1.0
感觉挺失望的，不知道这刮痕是什么玩意,1.0,0.0,0.0,0.0,0.0,0.0,1.0
茶叶一如既往的好，以多次购买。好评。送的杯子很喜欢,0.0,0.0,0.0,1.0,0.0,0.0,0.0
非常不错非常满意特别喜欢。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
帮同事买过好多回了，他说喝来喝去还是卢正浩的茶叶好喝。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
说是前一百名团购客户，结果呢，不过是噱头。还不是商机瞎扯淡,0.0,0.0,0.0,0.0,0.0,1.0,1.0
茶叶不错，好喝，会再来,0.0,1.0,0.0,0.0,0.0,0.0,0.0
很满意很卖家描素的一样，口感好 ，满意 给好评,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶已收到，包装保护的很好，没有发现破损。已泡杯品尝，有龙井的香气，基本能泡三遍！有一点不懂，如果是新茶，为何茶叶的颜色有绿色有黄色，不过一分钱一分货，这个价格也就这样了！习惯五星！,1.0,1.0,1.0,0.0,0.0,1.0,1.0
挺好的。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
双11下单87.62购，物有所值，是不是老茶树分不出，色香都很满意，就是茶梗多了些，茶梗也计量哦,0.0,1.0,1.0,0.0,0.0,1.0,1.0
又一次购买卢正浩龙井茶，大品牌，期待多搞些活动，让茶客得到实惠。,0.0,0.0,0.0,1.0,0.0,0.0,0.0
茶叶不错，茶汤颜色也很靓，味道清香，值得购买，虽然量不算太多； 客服服务很好，又补发了赠品，谢谢！下次还会光顾！全5分！,0.0,1.0,0.0,1.0,0.0,1.0,1.0
茶叶不错，还能入口,0.0,1.0,0.0,0.0,0.0,0.0,0.0
第二回买了，确实比较鲜嫩，甘甜，味道十分清香。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
相比于D包，这个豆香更浓，稍微耐泡点，奉茶节买一送一超值！,0.0,1.0,1.0,0.0,0.0,0.0,0.0
味道比较清淡，喜欢清淡的可以买来喝喝 好评,0.0,1.0,0.0,0.0,0.0,0.0,0.0
对于爱喝绿茶又不太懂茶的人来说，经济实惠是首要选择原因，这款茶叶看评论反响不错也就下单了，刚沏了一杯茶底叶子很清晰而且没有碎沫，口感也还不错，值得购买的。,0.0,1.0,1.0,0.0,0.0,1.0,0.0
还可以了？,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶收到，因为我是第二次购买了，我也没有打开看，反正第一次觉得不错才继续购买的，希望质量一如既往 ，好评吧！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
很不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
挺好的，买了三个不同价位拿来送人的,0.0,0.0,1.0,0.0,0.0,0.0,0.0
不错不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶很好、一如既往。很好、很满意。老客户啦、 客服小卢服务很好、热情周到、细致耐心。,0.0,1.0,0.0,1.0,0.0,0.0,0.0
很好，用券便宜了不少，感觉很划算，送人也还不错,0.0,0.0,1.0,0.0,0.0,1.0,0.0
甘甜爽口 包装也严实 满意,1.0,1.0,0.0,0.0,0.0,0.0,0.0
快喝完了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
买来送人的，看上去高端大气上档次还不错，就是没有亲自品尝，不知道味道如何。到货速度也还行，虽然外包装的送货纸箱子有点丑，但是东西没有损坏，还是赞一个。,1.0,0.0,0.0,0.0,1.0,1.0,1.0
的确闻着香，条形也不错,0.0,1.0,0.0,0.0,0.0,0.0,0.0
买很多次了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
特意品尝了才来评价的，茶叶真心不错，沏出来赏心悦目，味道好~ 好评,0.0,1.0,0.0,0.0,0.0,0.0,0.0
不错的茶，店家服务态度很好非常贴心。物流也给力超级快，愉快的购物。,0.0,1.0,0.0,1.0,1.0,0.0,0.0
是新茶，味道不错。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶尖儿太少，大的叶子有点多。。。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
包装不大气，买来送人的，赠品太次了,1.0,0.0,0.0,0.0,0.0,0.0,1.0
茶叶很好 是新茶 唇齿留香 包装很精美 好评 好评,1.0,1.0,0.0,0.0,0.0,0.0,0.0
一直信赖卢正浩,0.0,0.0,0.0,0.0,0.0,1.0,0.0
赠品质量真的可以做好点，也是一种广告啊,0.0,0.0,0.0,0.0,0.0,1.0,1.0
马马虎虎吧，随便喝喝,0.0,0.0,0.0,0.0,0.0,0.0,0.0
包装精美，茶叶口感不错，发货速度快，赞一个，5分 旺旺客服 很给力，解答很详细。好评,1.0,1.0,0.0,1.0,0.0,0.0,0.0
味道比较淡,0.0,1.0,0.0,0.0,0.0,0.0,1.0
不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶形状不好，味道还好。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
给老爸买的，看的还不错！,0.0,0.0,0.0,0.0,0.0,0.0,1.0
本着试试的心态第一次买了卢老板家的茶叶，收到后急忙打开看看，虽然还没喝，口感等品尝后再来评价，但第一映像是包装密封好，老板还还挺大方的送了一两罐装茶以及一个铁皮茶叶筒一个玻璃杯。,1.0,0.0,0.0,0.0,0.0,1.0,0.0
茶叶很好喝，味道不错，是新茶。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
淡，就是淡，一炮就淡了，如果按236元四罐来说，还算值，如果不是买一送一算，那么就是572一斤，那么就不值了。,0.0,1.0,0.0,0.0,0.0,1.0,1.0
好评,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶没有喝，包装很好，喝了再评,1.0,0.0,0.0,0.0,0.0,0.0,0.0
一直在这买，很好 好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
好  包装好  茶也很好喝,1.0,1.0,0.0,0.0,0.0,0.0,0.0
还行,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已经买了好多盒了，真的超棒！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
质量不错，好评。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
老客户了，东西很好，不过春节后涨价了,0.0,0.0,1.0,0.0,0.0,0.0,0.0
盒子不错,1.0,0.0,0.0,0.0,0.0,0.0,0.0
满意,0.0,0.0,0.0,0.0,0.0,0.0,0.0
比较耐泡，很不错！,0.0,0.0,0.0,0.0,0.0,1.0,0.0
还没喝，哪里有标是几级呢？,0.0,0.0,0.0,0.0,0.0,0.0,1.0
习惯好评，不好喝,0.0,1.0,0.0,0.0,0.0,0.0,0.0
很快，很不错，大赞,0.0,0.0,0.0,1.0,1.0,0.0,0.0
老顾客了，一如既往的好！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
质量好味道好颜色好,0.0,1.0,0.0,0.0,0.0,0.0,0.0
宝贝一如既往的好，老茶友继续支持！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶质量非常好，口感好,0.0,1.0,0.0,0.0,0.0,0.0,0.0
很实惠的团购！满意！,0.0,0.0,1.0,0.0,0.0,1.0,0.0
习惯好评，给叔叔买的不知道咋么样，喝了再来评,0.0,0.0,0.0,0.0,0.0,0.0,0.0
送给朋友的 朋友非常的喜欢 口感非常的好 价格也很实惠 气味也很香的,0.0,1.0,1.0,0.0,0.0,0.0,0.0
今年第二次在他家买了，这次参加聚划算，价格实惠。遗憾的是，紫砂杯送的太少，手慢，没抢到。 服务和物流尚可。,0.0,0.0,1.0,1.0,0.0,0.0,0.0
口感不错，好评,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还没有喝。先给个好评。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还好吧，味道不错。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶色泽看上去较新鲜，闻起来我一股浓浓的茶叶香，泡的水还算比较清澈的，喝起来很顺口，甘甜甘甜的，总之还算不错的龙井！另外包装做的挺不错的，赞一个！,1.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶很好，味道纯正，是送礼佳品！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
作为口粮茶还是可以的。感觉今年的稍差。,0.0,0.0,0.0,0.0,0.0,0.0,1.0
味道还可以，性价比高,0.0,1.0,1.0,0.0,0.0,0.0,0.0
第一次在这家店买龙井，正好是搞活动，价格很实惠，还包邮，已经喝过了，总体来说对得起这更价格，下次搞活动再来买些。 网页做的还是很详细，精致的。,0.0,1.0,0.0,0.0,0.0,1.0,0.0
非常满意.氣味芳香味道好，還會再來的。 满意,0.0,1.0,0.0,0.0,0.0,0.0,0.0
很正宗的龙井！,0.0,0.0,0.0,0.0,0.0,1.0,0.0
送人的。希望朋友满意。5分吧,0.0,0.0,0.0,0.0,0.0,0.0,1.0
喝着还行，没那么挑！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
发货很快，买来送爸爸的，据说还不错,0.0,0.0,0.0,1.0,0.0,0.0,0.0
东西收到，很好，去年买过，送长辈可以呢。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
去年买过，今年继续买雨前龙井。等喝了再来追评哈，,0.0,0.0,0.0,0.0,0.0,0.0,1.0
人至诚 茶至臻 一如既往的支持卢正浩,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶味道不错，甘甜，耐泡，性价比较高,0.0,1.0,1.0,0.0,0.0,1.0,0.0
送人的，真不容易，赶在中秋节前收到了！物流太不给力！包装不错！,1.0,0.0,0.0,0.0,1.0,0.0,1.0
服务好。茶也好还会再买,0.0,0.0,0.0,1.0,0.0,0.0,0.0
茶很香。茶色很好。清澈。很实惠。物流也很快。,0.0,1.0,1.0,0.0,1.0,0.0,0.0
喝了几年了，一如既往的好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶不错，发货很快，包装很精美，味道不错，应该是新茶，好评,1.0,1.0,0.0,1.0,0.0,0.0,0.0
茶叶品相不错，但是不经泡，最多三泡，再多就没味道了。,0.0,1.0,0.0,0.0,0.0,1.0,0.0
茶叶是口粮茶，多次购买了，好评是肯定的 服务真诚，快递飞快，很满意。,0.0,1.0,0.0,1.0,1.0,0.0,0.0
宝贝收到，还没有用，看起来还不错,0.0,0.0,0.0,0.0,0.0,0.0,1.0
一如既往的好喝！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
喝着还可以，茶比较碎，有茶梗。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"老品牌,值得信赖 好",0.0,0.0,0.0,0.0,0.0,1.0,0.0
第三次光顾了，很好，准备买些中秋节送人,0.0,0.0,0.0,0.0,0.0,0.0,0.0
老顾客了，茶叶很满意，,0.0,1.0,0.0,0.0,0.0,0.0,0.0
包装还好。,1.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶不错 就是碎了点 但价格这么便宜 也算物超所值了,0.0,1.0,1.0,0.0,0.0,0.0,1.0
没看包装就被抢了。,1.0,0.0,0.0,0.0,0.0,0.0,0.0
好茶!!无论是茶品还是服务都胜过&quot;西湖牌&quot;10倍!!,0.0,1.0,0.0,1.0,0.0,0.0,0.0
已经是老顾客了 没的说 一直支持,0.0,0.0,0.0,0.0,0.0,0.0,0.0
口味还行,0.0,1.0,0.0,0.0,0.0,0.0,0.0
挺香的。活动价入手划算。送了个杯子有点小,0.0,1.0,1.0,0.0,0.0,1.0,1.0
虽然是包茶叶，可当打开盒子，就觉得有故事，一个老字号的故事，盒子里的每件物品，包括商签都会让你静静的欣赏下去，茶的味道很棒，地标茶。纸包外面还有一层塑封，细节相当到位，不愧的老字号，,1.0,1.0,0.0,0.0,0.0,1.0,0.0
还可以,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一次买够一年的量，明年双11在来。确实要发算些。,0.0,0.0,1.0,0.0,0.0,0.0,0.0
物有所值吧。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
很不错，谢谢,0.0,0.0,0.0,0.0,0.0,0.0,0.0
好评！茶叶不错！,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶叶已收到 包装好 味道好 还会购买 还会购买 好评 好,1.0,1.0,0.0,0.0,0.0,0.0,0.0
比较碎，双11买的比较便宜,0.0,1.0,1.0,0.0,0.0,1.0,1.0
送人了，据说一点香味都没有。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
买来后一直没喝，今天泡了一杯还好。 好,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"茶叶收到迫不及待的泡了一杯很好是新茶,也比较干燥.送的杯子也不错.开始还有点担心雨前三级会很差.完全多余了.准备以后买点更好的.祝店家生意兴隆.生产更多好茶!",0.0,1.0,0.0,1.0,0.0,0.0,0.0
包装很好。口味不错,1.0,1.0,0.0,0.0,0.0,0.0,0.0
看起来很不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶不错，物流也快。,0.0,1.0,0.0,0.0,1.0,0.0,0.0
口感不错,0.0,1.0,0.0,0.0,0.0,0.0,0.0
包装精美，赠品也不错，茶叶也可以，但对我这个老茶缸来说淡了点，再试试你们其它的品种，有没有什么推荐啊,1.0,1.0,0.0,0.0,0.0,1.0,1.0
描述与图相差较大，茶香还不错，茶叶片较大。总体感觉还行，习惯给五分。,0.0,1.0,0.0,0.0,0.0,1.0,1.0
习惯好评,0.0,0.0,0.0,0.0,0.0,0.0,0.0
包装不错，618很实惠,0.0,0.0,1.0,0.0,1.0,0.0,0.0
茶叶包裹很精美，茶叶收到很耐泡， 服务很好，给五星,1.0,1.0,0.0,1.0,0.0,0.0,0.0
好大一包，感觉还比较香，挺好。,0.0,1.0,0.0,0.0,0.0,1.0,0.0
喝着还不错，与老爸共享，都挺满意的,0.0,1.0,0.0,0.0,0.0,0.0,0.0
挺好喝的，就是茶叶茎有点多,0.0,1.0,0.0,0.0,0.0,0.0,0.0
茶好喝，有一股清香的味道，还有正品,0.0,1.0,0.0,0.0,0.0,1.0,0.0
东西收到，还没品尝。感觉还不错！～,0.0,0.0,0.0,0.0,0.0,0.0,1.0
聚划算78元买的，蛮便宜的，送人的不知道怎样,0.0,0.0,1.0,0.0,0.0,1.0,0.0
家里喝喝蛮好的～,0.0,1.0,0.0,0.0,0.0,0.0,0.0
东西还好吧。 服务也很好，很快！,0.0,1.0,0.0,1.0,0.0,0.0,0.0
性价比不高，比自己去店里面买的差，茶叶杆子多，一般，发货速度快,0.0,1.0,1.0,1.0,0.0,0.0,1.0
条文码扫描才40元？为什么？,0.0,0.0,1.0,0.0,0.0,1.0,1.0
一般,0.0,0.0,0.0,0.0,0.0,0.0,0.0
个人感觉香味有点淡其他都不错.,0.0,1.0,0.0,0.0,0.0,0.0,1.0
准备送人的，看起来不错，自己没喝,0.0,0.0,0.0,0.0,0.0,0.0,1.0
茶盘蛮精致，就是味有点儿大。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
味道不错，客服很耐心细致,0.0,1.0,0.0,1.0,0.0,0.0,0.0
这个时候买都是凑热闹的，瞎喝着玩，有点茶叶梗，其他还好，采茶兄弟也挺不容易的，有点梗有点吧，&ldquo;吓煞人香&rdquo;，总体挺好,0.0,1.0,0.0,0.0,0.0,0.0,1.0
老客户了，茶叶保存的很好，任有新茶的味道，以后买茶叶就定点你家了。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
冲着这个&ldquo;虎红&rdquo;买的，想尝尝新式红茶怎么样，没想到并不怎么样，喝不惯这种味道。最喜欢白茶，其次是龙井。以后就知道了，再买就买白茶了。,0.0,1.0,0.0,0.0,0.0,0.0,1.0
收到茶叶迫不及待泡了，品尝后口感不错，应该是新茶，是属于较浓的那种，很和我的口味，关键是价格合理，发货也快，赞一个。,0.0,1.0,1.0,1.0,0.0,0.0,0.0
物流很给力，茶叶味道很香，闻着就想喝，老爸说茶叶挺好的，给了他一盒给了公公一盒，喝完再买给他们,0.0,1.0,0.0,0.0,1.0,0.0,0.0
第四盒了，蛮好的，前三盒送人的。这一盒自己留着。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
就旅途了模棱两可啦啦啦,0.0,0.0,0.0,0.0,0.0,0.0,1.0
挺好的，跑起来不错。。。 发货有点慢，，，,0.0,0.0,0.0,1.0,0.0,0.0,1.0
茶叶一般，只能说一分钱 一分货吧，没有想象中的好,0.0,1.0,1.0,0.0,0.0,0.0,1.0
还不错 口味可以,0.0,1.0,0.0,0.0,0.0,0.0,0.0
不错，老师很喜欢！包装也很好！好评！,1.0,0.0,0.0,0.0,0.0,0.0,0.0
包装挺好好，茶叶也正宗，服务也挺好的 ，下次在光顾， 挺好的,1.0,1.0,0.0,1.0,0.0,0.0,0.0
送客户，很满意!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶不错，一致再买，物流飞快，好评5分,0.0,1.0,0.0,0.0,1.0,0.0,0.0
我在淘宝上选的卢正浩这款茶，没想到一看说明还是原龙井村书记家的标杆茶，喝了一年多了，茶真心不错，价格也合理，快递也给力，和别家一起寄的茶，这边都喝上了，别家的还在路上，没得比，全好评,0.0,1.0,1.0,0.0,1.0,1.0,0.0
老牌子 值得信赖 继续支持,0.0,0.0,0.0,0.0,0.0,1.0,0.0
好评，同事喝了都说好。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
和买家描述的一样，不错。,0.0,0.0,0.0,0.0,0.0,1.0,0.0
好,0.0,0.0,0.0,0.0,0.0,0.0,0.0
送老爸的，包装结实，感觉还不错，希望老爸能喜欢。,1.0,0.0,0.0,0.0,0.0,0.0,0.0
非常满意，一如既往的好！ 客服很好哦！满意！,0.0,0.0,0.0,1.0,0.0,0.0,0.0
一般 一般,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非常满意,0.0,0.0,0.0,0.0,0.0,0.0,0.0
宝贝不错，和卖家说的一样，口感不错，好评,0.0,1.0,0.0,0.0,0.0,0.0,0.0
好小一盒啊，不知口味怎样，郁闷的是居然把我的件漏发了，害我等了那么长时间，售后还是不错，积极处理，勉强给个好评吧,0.0,0.0,0.0,1.0,1.0,0.0,1.0
第二次购买了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到货了，还没适用喝。,0.0,0.0,0.0,0.0,0.0,0.0,1.0
货真价实，值得购买！,0.0,1.0,1.0,0.0,0.0,0.0,0.0
茶叶还是不错的，喝个高兴喝个新鲜,0.0,1.0,0.0,0.0,0.0,0.0,0.0
一直在喝这个茶。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还不错！可以可以,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这个价格的茶叶不能要求太高，可以了,0.0,0.0,1.0,0.0,0.0,0.0,0.0
茶叶很好，碧绿上青，物有所值，好喝,0.0,1.0,1.0,0.0,0.0,0.0,0.0
第二次买了,0.0,0.0,0.0,0.0,0.0,0.0,0.0
很不错,0.0,0.0,0.0,0.0,0.0,0.0,0.0
送人的，不知道是否正宗，但是看包装还是蛮好的，另外还送了一个茶杯。,1.0,0.0,0.0,0.0,0.0,1.0,0.0
口感很好,0.0,1.0,0.0,0.0,0.0,0.0,0.0
挺好的,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一分价钱一分货，相比而言卢正浩的茶叶还是不错的,0.0,0.0,0.0,0.0,0.0,0.0,0.0
好 杯子也不错小而精致,0.0,0.0,0.0,0.0,0.0,1.0,0.0
收到茶了，买给老爸的，老爸喝了几十年的茶叶了，打开包装看见茶叶就赞不绝口，一看就是新茶，绝对放心的好茶，以前老爸总是在我们这本地的茶商那买，贵不说茶叶也不好，过几天还准备来买，以后茶叶就认准你家了，客服贡羽的服务态度非常好，很热情，而且回复的速度也很快，很棒，店家茶叶好服务态度也好生意一定会更红火,0.0,1.0,0.0,1.0,0.0,0.0,0.0
买了好多次了。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还没有品尝 包装不错,1.0,0.0,0.0,0.0,0.0,0.0,0.0
茶叶是好，就是喝了几次发现里面居然有头发，这是卖家给我们的惊喜啊，实在太恶心了...,0.0,1.0,0.0,0.0,0.0,1.0,1.0
买过多次，价廉物美。,0.0,1.0,1.0,0.0,0.0,0.0,0.0
这个才是我想要的口粮茶 必须5星,0.0,0.0,0.0,0.0,0.0,0.0,0.0
推荐如此好的龙井。,0.0,1.0,0.0,0.0,0.0,1.0,0.0
挺好的茶叶，首先打开包装就可以闻到很纯的茶香，茶叶很完整，没有茶梗,1.0,1.0,0.0,0.0,0.0,0.0,0.0
一如既往的正宗口味。,0.0,1.0,0.0,0.0,0.0,0.0,0.0
很好，雨前三级！,0.0,0.0,0.0,0.0,0.0,1.0,0.0
