	sentiment	rateContent
4848	0	挺好的茶叶，首先打开包装就可以闻到很纯的茶香，茶叶很完整，没有茶梗
4849	0	全5分好评，口感很不错的龙井。
4850	0	确实不错，茶汤颜色清亮，好评！
4851	1	包装很好，物流也很快，不过就是茶叶很碎，味道一般，不过招待用的，还是可以的
4852	0	买过好多次了，口感好物流也快满意
4853	0	好评！
4854	0	茶汤颜色黄绿，茶叶香气浓郁。
4855	0	服务很好，东西也满意
4856	0	这个龙井茶很好。味道很正宗，我杯5分评价吧。
4857	0	发货真速度，还给几个小纱巾，就为你这个发货速度必须给好评！
4858	0	宝贝我很满意 物流给力，口感好。好评
4859	0	这家的茶口碑一直不错，多次在这边购买了，品质没得说，本来今年不打算在购茶的，存货应该能喝到明年清明下新茶那时候，双十二看着活动太划算，没管住自己的手&hellip;&hellip;&hellip;&hellip; 旗灵的服务很到家，很耐心诚恳。
4860	0	好评，龙井是个好东西
4861	0	好
4862	1	外包装很好，但产品内包装不是铁盒外直接印制图案，而是外贴了一层包装纸，且不平整，如想以此送礼，慎重！
4863	0	打开喝了，很好的茶叶
4864	0	茶叶的口感不错，物流速度也算快，满意的购物体验。赶上了这次的优惠活动，希望下次的力度能更大些
4865	0	茶叶很好，我们很喜欢呢
4866	0	很清香 很不错的茶香 很纯很正 不错喝 下次在来 物流快
4867	0	包装精美严实，慕名而来的，希望能实至名归，喝后再来追评 好
4868	0	收到商品試喝了,茶香不錯,且也順口,包裝真的很仔細,物超所值!!  等喝完了以後,我還會再來買的! 謝謝一路來幫忙的所有團隊們~~感謝你們的幫忙與協助~
4869	1	宝贝已收到 待品
4870	0	送了一个很精致的杯子，欣喜。茶叶也尝了尝，也是很不错的。建议购买。 很好
4871	0	很不错，还有赠品哦！
4872	0	今天泡着喝了，挺香的
4873	0	好喝.刚拿回来就尝尝了
4874	0	卢家的忠实顾客，一直喝得都是他家的茶叶，我认识一个贩茶的人，我说卢正浩怎么样？他说那是高端茶叶呀，哈哈
4875	0	很好
4876	0	闻着挺香，好久没喝龙井了，好喝再买。
4877	0	很好！送人的！
4878	0	茶挺好，喝着有劲，双十一价格实惠
4879	1	虽然等了一个礼拜才寄来，不过绿茶好喝
4880	0	还不错，快递也很给力。
4881	0	一般吧 值这个价
4882	0	送了个杯子。茶叶很香，茶汤色泽不错，茶叶片幼细。
4883	0	有股春天的味道，味道很不错，连我这种不爱喝绿茶的人都觉得很好喝。
4884	0	双十一两天就到了，给力，茶叶可以，碎的很少，茶香味不错，以后还回来
4885	0	值得信赖
4886	0	老客户了，以前都在这家买，这次也不例外，&ldquo;双十一价&rdquo;还是蛮吸引人的，好评噢！！（因为出差在外，没能来得及及时评价，致歉一下！！） 服务OK，一如既往地好！
4887	0	收到就品尝了，口感很好，是我喜欢的味道，物美价廉
4888	0	多次购买了，还没喝，包装，物流，服务都很好。
4889	0	不好意思收货晚了  老公说还可以
4890	0	老顾客，不解释
4891	0	茶叶一直都那么香，西湖龙井正宗！！！还会再来！！！
4892	0	双十二优惠买的，店家服务必须好评，因自己失误退过一次货，店家很耐心，茶好服务更好，下次还来。
4893	0	还没喝 先五分
4894	0	包装很好，物流也快，重要的是茶很好喝
4895	0	味道浓郁，老味道。
4896	0	给长辈买的，还没喝，看包装不错
4897	0	老客。茶很好。
4898	0	做茶就是做品德，茶如其名，对得起正浩俩字
4899	0	宝贝不错，味道还可以，喜欢 卖家服务态度极好，很满意
4900	0	从来没有评价过，今天破例：茶叶确实是好，正宗；物流很给力，相当的快
4901	0	贡羽服务态度好，茶叶棒棒哒，老顾客啦，还会再来的。
4902	0	茶叶可以，挺好的
4903	1	茶叶还行。价格便宜。就是拍了两份说是减10，结果只给赠了一个水怀，和没减价一样
4904	1	茶叶一般，壶比想象中质量好，样子也不错。
4905	0	非常不错，香茶的味道，好舒服啊
4906	0	hao he
4907	0	如实描述，不错。送了小礼物谢谢！ 满意
4908	0	包装很好！
4909	1	东西一般，茶泡出来没味
4910	1	多次购买了，的确不错，收到时杯子破了，卖家马上给重新发了一个，对卖家解决问题的态度非常满意。。。
4911	1	挺好的，味道好，望店家升级包装
4912	0	龙井的话，还是信赖大牌子，这款不错，名副其实！
4913	0	好评！
4914	0	评价晚了，茶叶很好爸妈很喜欢
4915	0	已经不是第一次够买了，最纯正的龙井专卖！浓厚，清香，唇齿留香！礼盒送人，简易包自己喝！
4916	0	味道还可以，值得买
4917	0	豆香味浓，不错的口粮茶
4918	1	茶叶较碎，茶型不完整，味道还行，物流较快。
4919	0	好的。
4920	1	不错，鲜爽有回甘，滋味香浓，个人感觉，叶片比&ldquo;西湖牌&rdquo;同等级稍老，但味道更有层次些，适合老茶鬼。
4921	0	口感比现在喝的好。口粮茶！
4922	0	第一次买卢正浩的龙井茶，因喜欢浓厚茶味，故选择了雨前三级！到货后打开传统纸包就闻到诱人的干茶香，马上泡了一杯，投茶3克左右，茶色较淡，茶味浓郁，三泡过后还有余味！因喝惯了浓茶，对于这龙井来说，只有加大投茶量，才够味了！ 店家送了实用的夹子，还有好看的纸手提袋（对于自饮茶客来说，此物无用）！对于买传统纸包的茶客，大多都是自饮，赠品杯子很美观实用！
4923	0	包装很精致，茶叶和图片基本一致，还不错，比较耐泡。
4924	0	老主顾了，很注重质量
4925	0	茶很好，物美价廉。
4926	0	和前几次买的一样的好,不错
4927	0	不错，是二级雨前新荼。给五星好评。
4928	0	不错，很好，以后还会来的
4929	1	东西还可以，一直买的。就是赠品下次多送点。再优惠点。
4930	0	一如继往的支持
4931	1	送的杯子挺好的，不过第一次买c包，挺难喝的。
4932	0	茶叶还不错，口感比较重，比较适合我的口感！ 客服态度很好
4933	1	虽然有一盒包装有破损，联系卖家，及时做了更换，还是5分
4934	0	给老爸买的，说看着挺好的。等尝了再来追评。快递很给力，三天就到了。以后有需要还来。
4935	0	可以说物超所值，性价比很好，品尝到不同种类茶的味道，很满意，包装很好，赠送的小壶很萌，很喜欢。 是该店老主顾了，店家态度一如既往的好，物流也超快，赞。
4936	0	口感还可以
4937	0	第二次在店中购物，好评，店家不错。
4938	0	挺好的  包装也挺给力的  送人挺有面子的
4939	1	整体好不错，稍有些碎的
4940	0	茶叶味道不错，值这个价位。
4941	1	茶叶还行吧，不过这个价位也就买到这个等级了，一分钱一分货
4942	1	不管是茶还是泡出的水都没想象中的好
4943	1	口味还不错，豆香回甘，就是不特别的耐泡，前俩变不错，第三遍味道好像变淡了很多，，不过这个价位这样也还算可以了。 客服白琳很好， 有耐心，服务态度很赞，地址填写错误，积极给予改写，
4944	0	不错，味正价格合理，诚信，值的信任。
4945	0	还没喝，送给爸爸的
4946	1	先好贫乏，擦
4947	0	第三次买了老公喜欢喝！贡羽的服务很好！下次还会来的。
4948	0	很好的茶，一直买的
4949	0	老买家，茶叶新鲜，味道纯正，好。
4950	1	茶比较香~~但是微苦，不知道是不是制茶的时候没有处理好~~~颜色比较清新~~~每次少放一点苦味就不是那么明显了~~
4951	0	不错，老客户了
4952	0	自己喝还行
4953	0	已经买了很多次了，茶叶非常好。快递超快的
4954	0	这次活动超级值，非常喜欢，不知道还有没有这样的活动，反正我是超喜欢，卢正浩的茶绝对值，我一直喝着呢，感觉是自己常喝的
4955	0	送礼&hellip;自己喝都很好&hellip;，看品相，颜色都很好，口感也很好，物超所值，这家的宝贝真的很值，还会常来
4956	0	不错，这个价格的茶叶算不错的了
4957	1	有点贵，可是爸爸喜欢
4958	1	味道还可以，只是品质一般，可能是价位问题。
4959	1	叶片比较碎，口感不是太好。泡水也就最多两泡
4960	1	还行。茶具有点小，茶盘气味重
4961	1	好喝，有头发丝哦
4962	0	长期购买的！希望能多搞活动！对忠实粉丝多多奖励！不能骄傲哦！
4963	0	物流超快，柒了一壶很香正品卖家服务相当好，还赠送了品牌的茶杯 很赞
4964	0	在喝了，口感不错，打算再买点送人
4965	1	味道嘛，一般般，闻起来不错，入口味道很一般，性价比不高
4966	0	不错的，一分价钱一分货，好评
4967	0	还没有喝，看着不错。
4968	0	挺好的，淡了点
4969	0	卢家的西湖龙井，鲜爽纯香。打开包装即可闻到干茶香。冲泡之后，烟雾妙妙，香气四溢，凑近一闻，浓浓板栗香。特意泡了一杯超浓茶，让香气最大化，一杯半浓茶品一下，喝下之后唇齿留香，回味至纯，茶虽浓味却不至太苦，喉舌处留有回甘。
4970	0	物美价廉！！！
4971	0	包装非常好 已经在你家买了好几次了 杭州人自己的牌子值得信赖 杭州龙井茶你家的电商作的最优秀 值得购买 比自己去梅家坞买划算多了 希望以后能有不同包装礼盒的促销
4972	0	一如既往的好！
4973	0	一如既往的好
4974	0	很不错，是新茶。
4975	0	老顾客了，还是从前的味道，一直买，家里人都习惯了&hellip;&hellip;
4976	0	好好好好好好好好好好好好好好好好好好好好好好好好好好
4977	1	不敢想象(╯▽╰)！！这有3级标准
4978	1	茶不错，比去年买的200多一斤，好的多，毕竟是雨前了，龙井比碧螺春还真是娇气，普通的碧螺春喝喝也能将就，但这不行。喝到10月份，2斤茶也够了，还能接受
4979	1	不知道怎么样。帮邻居买的。没说有什么问题。应该还好。不过一分钱一分货。我不认为会很好
4980	0	好评
4981	0	茶叶很好，包装也不错，老爸喜欢的
4982	1	茶叶已收到 味道一般 习惯性好评 好
4983	0	挺好的
4984	0	非常喜欢，好评。
4985	0	不错，挺好的
4986	0	茶叶不错吆。
4987	0	一如既往，希望茶叶每年品质保持
4988	0	送的杯子挺好看的，看起来很贵的样子?差不口感还不错
4989	1	是龙井的香味，不过基本没有一芽两叶的芽茶。
4990	0	不错
4991	1	没喝呢，质量还是相信的，习惯性好评，话说24秒付款就没有小金罐了，有点夸张了。
4992	0	确实比平时便宜的多
4993	0	我不懂饮茶，平时喝着感觉不错，就自己弄了一套茶具，也就买了该茶叶，打开看了，直观上和说的差不多，试了一下，口感行，就是说不出好在哪，满意。
4994	0	全五分
4995	0	回头客
4996	1	这么多好评然道都是事刷的吗？泡出来的茶水呈红色！不知道为什么？
4997	0	味道正的？！！！！！！
4998	0	很香
4999	0	虽然说途中有个小插曲，但还是满意。
5000	0	包装还行！口感如何！喝后再评！
5001	0	卖家服务态度很不错，兑现了所有的承诺，非常满意的一次网购。以后每年的龙井全都在他家买了。
5002	1	东西一般
5003	0	茶叶收到啦，很好，味道淡淡的， 服务很好
5004	0	看着还不错，挺大一包，还送了一个玻璃杯感觉也还不错，还没有喝，好的话下次继续！
5005	0	很好
5006	1	茶叶口味感觉一般化
5007	0	不错，方便。
5008	0	无需多说，我是老顾客了，品质一贯的好
5009	1	茶叶还是不错，不过泡好喝起来感觉和前段时间买的108元/250g的区别并不明显；卖家发货是够快的，在双十一期间也没耽误时间。 快递大部分往小区门卫一放了事，个别的都不来电或发短信通知，感觉只有一家快递是坚持送到家的
5010	0	很好，色香味俱佳
5011	0	东西很好，赠品也好
5012	1	送人的，不能拆。应该不会太差吧 好歹也是个牌子 对不对 包装还可以 我挺喜欢的 希望过段时间别人喝着也好 好
5013	0	品相口味尚可，包装不错，如果价格能再便宜点就更好了！
5014	0	茶特别好，这个牌子我已经喝了两年多了，那个宫羽的服务态度特别好，热情啊！非常满意啊！
5015	0	去年喝过满意，今年又来，一如既往的好
5016	1	茶叶不错，我想说的是顺丰现在也好慢
5017	0	茶叶很好，包装很结实，没有损坏。整体感觉不错，以后也会常来光顾的。
5018	0	相信你家的茶
5019	0	一直买这家茶叶。。。。。。
5020	0	一直在他家买，感觉还不错。全五星?????
5021	0	挺好！
5022	0	茶叶很香，喝一口齿留余香，可以泡3遍，这个价买的，对得起这个价
5023	0	杯子不错～
5024	0	已经买了好多盒了，真的超棒！
5025	0	茶收到了，茶香浓郁，很好啊！
5026	0	很清香很好喝，家里人喝了都说不错，以后还会再来，还会买来送亲戚的
5027	0	很早就收到货了，评价晚了抱歉，很好。
5028	0	包装盒不浪费。真好
5029	0	茶叶很好 发货速度快 客服态度好 不错哦！！！
5030	0	龙井茶叶很好，购买多次了
5031	0	好喝！
5032	0	好卖家
5033	0	确认收货，聚划算购买，还未品尝，先好评，品尝后追评。
5034	0	同事买的，他说茶叶真的很好！
5035	0	还可以
5036	0	很好，挺不错的
5037	0	老顾客了，一如既往的好！
5038	0	茶很嫩,很好！
5039	0	茶叶清香可口，很满意，下次再来
5040	0	mx31 很满意
5041	0	快递神速啊，真是惊喜。感觉不错。感谢客服&ldquo;红袍&rdquo;的耐心亲切的服务。
5042	0	很好 新茶 喝着清爽可口 很好 我喜欢 下次会在来的 卖家发货很快 很好
5043	0	多次择机购买
5044	0	物流很快，性价比高，好喝！好评！
5045	0	味道挺好的
5046	0	因外出确认收货有点晚了，店铺客服的服务棒棒地，物流也超给力，没耽误朋友外出带走宝贝，五分好评
5047	0	帮朋友买的，说是这个价钱差不多
5048	0	茶叶不错，聚划算很便宜，贡羽非常热情服务很好
5049	0	没喝过龙井茶，但感觉很不错
5050	0	这个价位的茶，老爸说好喝   好评
5051	1	茶叶非常好！一直都有购买！希望价格优惠多多啊！ 好，不错！
5052	1	重点差评：给申通快递员差评：快递员没打电话给我就直接把包裹放门卫处，只发了个短信我，等我取时包裹已经严重变形，买的茶也碎了。申通快递员太坏了，是不是你怕我拒收就私自放门卫处就跑了？？？？？？？？？？茶还没泡，习惯性好评，毕竟都不容易！回头等泡了再来追评味道！
5053	0	买过多次了，口感个人挺喜欢~
5054	0	发货慢了些，茶叶不错，老公喜欢！
5055	1	我是当清肠茶来喝的其实(不要喷我)，加上家里人也说要喝点绿茶比较好，我不会看茶，就问家里人茶怎么样，价钱在这里，嗯(⊙_⊙)，我就不多做评价了，不过我喝了几次，挺香的，喝着口感不错。。。。不是茶包，有点可惜
5056	1	不香，没有味道
5057	0	味道特别好，赠品，物流，发货速度超给力，包装也到位，很满意 服务很贴心，态度超好，小虎不错，上次的小卢也很好
5058	0	包的不错，茶也好
5059	0	很好，推荐。
5060	0	不错，好喝
5061	0	送人的包装不错很上档次
5062	1	茶味可以，形体不怎么好看，主要喝这个味。这个价还是值了。
5063	0	口感不错，物流很快，好。
5064	0	茶叶品质非常好，包装大气上档次，送礼很有品。 客服很耐心，很好。
5065	1	第二次购买了 希望品质越来越好
5066	0	挺好的，至少比超市同价位的好多了！
5067	0	第二次购买了，茶的品质好，服务好，物流也快，非常满意，全五分好评。
5068	0	喜欢这款。送的杯子也很漂亮。
5069	0	第二次买了，绝对物超所值
5070	0	东西不错，临近年末，快递蜗牛。店家，不要忘了返现！
5071	0	不错，细节方面卖家做的很贴心
5072	0	包装精致，味道不错
5073	1	买了一包试试吧.
5074	0	多次购买了，不是说有杯子送吗？
5075	0	好评哦、好喝的
5076	0	还没喝，看着不错
5077	0	快递真不错，很快，茶叶不错，谢谢送的杯子，喝好了再来，
5078	1	雨前三级，这个价格，只能说价廉，算不上物美
5079	0	物流给力，茶叶是送给老爸的！老板之前还给我联系说是冷藏的茶叶是否介意！就凭这点已经看得出老板的责任很到位！
5080	1	老顾客了，打开后清香味，包装个性，赠送的杯子也好，味道纯正，确认是新茶，就是有些茶梗，比较满意，希望以后常做些促销活动，喝完还会光顾卢正浩茶叶！
5081	0	很好，味道不错 服务热情，快递很快
5082	0	小梅服务不错哦，东西很好，味道很棒，以后就来你家
5083	0	很好的茶叶，老爸很满意
5084	0	又来买了，这个牌子的不错！ 客服远溪的服务不错！
5085	0	还不错，这个价格来说，口感是不错了，品相我要求不高，主要是口感对路就行?！
5086	0	茶叶很新鲜，茶香自然淡雅很好加喝，包装很精美，送人很不错， 物流速度很快，客服的服务很好
5087	1	综合评价一般，茶叶品起来不算很好，中规中矩
5088	1	口感很一般，一分钱一分货。
5089	0	看上去不错，满分，以后追评
5090	0	老顾客了，这次买了很多新茶很好
5091	1	感觉不错，但茶叶有点碎。
5092	0	口感很好，很清香，不错，给个赞
5093	0	买来送人的，还可以的哦！买了6盒，有面子，包装没破损
5094	0	挺好，第二次买
5095	0	好
5096	0	很好的宝贝！
5097	0	很好，买茶总是第一个想起来你家先转转，然后拿你家的东西在和别家比比，最后满意的买上你家的茶。一直想要你家一个杯子可总是无法满足。
5098	0	物超所值
5099	0	口感好，味道香，值得推荐！
5100	0	味道还行
5101	0	茶叶挺好的，老妈喜欢，以后有需要还来
5102	0	不错，老公说挺好的，我不懂，
5103	1	去年也买了卢正浩的茶，今年选了老灶炒制的茶，还送了茶杯，只是茶汤有点淡，不够香浓。
5104	0	客服及时，发货神速！全五星好评！
5105	1	宝贝刚收到还没品尝.以后再评
5106	0	一如既往地中意西湖龙井。之前买过龙井茶，但明显不是西湖龙井，所以此次买的不多。不过卖家的确实是新茶，尽管里面有些碎叶，但是不影响口感。还送水晶杯，果真是物美价廉。所以毅然推荐给了同事，同事立马就下单了。
5107	1	不错.喝了几天了, 不错.喝了几天了,
5108	0	口感不错
5109	0	今天下午收到宝贝。还没有品尝，先来确认收货吧?  第一次购买卢正浩品牌的茶叶。相信不会差哦?借此，谢谢小茶人：小卢客服热情服务，耐心解答。也感谢快递师傅的给力！好评！
5110	0	茶叶送人没拆开，但为此店服务态度真心点赞，红袍。小雨接触过的客服，热情，耐心素质高。
5111	1	还没有喝
5112	0	超值,神速
5113	1	给爸爸买的～没在身边～具体等了解后再来追评～先好评吧！！
5114	1	颜色很淡，茶有点碎，味道还好
5115	0	好
5116	0	还没喝，应该不错
5117	0	真是不错的茶叶哦老爸说没有嫩芽 很好
5118	0	值这个价钱
5119	0	很不错的茶叶哦，我很喜欢这个口感 卖家服务超好，很有礼貌
5120	0	上次的还没有喝完，赶上大促再收一斤。
5121	1	一般
5122	1	哪有这样开店的
5123	0	不错，喝着挺香，
5124	1	还没有品尝，不过看起来不错。白琳客服态度很好哦，给个好评，品尝后再追加评价
5125	0	先好评，还没回家
5126	0	茶叶还凑合，将就喝喝
5127	0	味道不错嘛，对得起这个价位，下次还买。
5128	1	送家人的，包装不错。买了9件，只送了一套茶具。
5129	0	味道很好，第二次来买了，以后有需要还来
5130	0	好
5131	0	卖给老爸的，他说挺香，好评！
5132	0	多次购买,平时一直喝的,味道纯正,,价格公平,谢谢老板送的品尝茶不错.
5133	0	茶叶好，服务好，物流很快。希望以后继续合作，愿中国茶香飘满世界！
5134	0	来卢正浩购买西湖龙井，真的一点不会错，客服态度好，物流也快，包装也很好，主要是茶叶真的很好，这款虽然是雨前茶，但是豆香很足，茶型也很完整，口感偏浓，价格也不贵，真的适合我的茶，经济实惠，推荐购买
5135	0	口感豆香浓郁，实惠的自饮茶，汤色再好点更欣慰，好评
5136	0	好
5137	0	原来就买过的，口感不错，价格实在，这次是送人的，满意！
5138	1	东西昨天到了，物流略慢，因为不在家就让别人代收的，不知道喝起来什么样。
5139	0	宝贝收到了，很不错的新茶，香味扑鼻，很浓郁的味道，很满意，很喜欢，而且是又一次来买了。
5140	0	好快的，物流速度赞一个。
5141	0	第二次来买了，爸爸说还不错。客服贡羽态度很好，很热情很贴心
5142	0	品后追评，先全五！
5143	0	口感不错，价格实惠，值得购买
5144	0	味道不错
5145	1	不错，长期口粮茶，不爽的是买了后发现又搞活动赠标杆茶了。
5146	0	送了一个杯子，谢谢
5147	0	好 好
5148	0	不错
5149	0	还行吧
5150	0	看着还不错
5151	0	很好
5152	0	口感不错，性价比高
5153	1	货品收到了，挺好的
5154	0	新茶，好，多次购买了
5155	1	跟另一家一起买的茶，比这家便宜20，当然人家搞聚划算，老爸说味道喝着一样，没差别，有点不爽，半斤就差20
5156	1	茶叶质量还是可以的味香汤清，就是包装袋质量不好，拿到后已经破碎了！
5157	0	味道不错，正宗！
5158	0	很好！
5159	0	这次茶比较新，色正。 不错，发货很快。
5160	0	不好意思评价晚了,宝贝早就收到了,只是我在外出差还没打开看,你们家的茶叶我经常喝,都很满意,所以好评。
5161	0	口粮茶不错最主要品牌诚实，什么价位什么档次清清楚楚。
5162	0	买过很多次了
5163	0	好
5164	0	买了好几次了，好喝。
5165	0	一如既往的支持！
5166	1	还没喝  应该不错
5167	1	刚收到晚上回家试过口感追加评论
5168	1	应该不错。
5169	0	包装还不错 就是图片上那只可以拎的袋子哪里去了 没有袋子拎出去不方便
5170	0	不错，下次再来
5171	0	茶叶很好，没想到这么快，而且送了茶杯，太意外了，一直喝卢正浩的茶叶，一年会光顾几次，卢正浩茶叶口感蛮适合自己，谢谢?
5172	0	好茶，不错。
5173	0	比较信赖卢正浩，茶叶不错，好喝
5174	0	一直在这家买茶，相当不错！
5175	0	还行吧。
5176	0	双12买的，价格很实惠，茶叶也对得起这个价格，总体不错。
5177	1	很好，不错，价格应该优惠灵活一点，让我苦等双十二没有实际意义，贡羽儿不错，点个赞哦。。。第一次的壶倒水直接漏，壶嘴和壶身一圈裂缝，当时拍照给客服，二话没说，发新的了，申通跑了快八天，补发的圆通三天就到了，这就是服务，也是区别。。
5178	0	还没喝！不过很放心，买过多次了！
5179	0	第二次买了，喝起来很不错，这次店家还送了一包贡菊，真心不错！
5180	0	搞活动买的，比平时便宜多了，茶叶也不错，很划算!
5181	1	要是上班喝还是E包较好。客服不错，上次老茶树的赠品杯子是坏的，很快就补发了。
5182	0	口粮茶 越来越喜欢
5183	1	不错，泡的茶挺好，就是觉得量有点小
5184	0	卢正浩的老客户，非常好的绿茶龙井，双十一，价格优惠。
5185	1	口感一般。
5186	1	茶梗有点多，不像一级的。
5187	0	hao
5188	1	茶叶很碎，习惯性好评，懒得换货
5189	0	喜欢的味道
5190	0	味道一般
5191	0	茶叶闻起很想糊起皮夹，哈哈，下次还会光临。
5192	0	物流速度很快，茶叶也不错。
5193	0	宝贝收到了，非常不错。很荣幸自己能得到店家送的礼物，一直是店家的老茶客，支持卢正浩，为客服点赞！以后会经常光顾。  在这家已经买了好几次了，茶叶味道不错，价格实惠，物流也快。而且店家还特意用泡沫袋子进行填充保护，收到的货品完好无损，非常满意 店家服务非常好。快递 也很不错
5194	0	很不错的一款茶  家里人都说不错   第二次购买了
5195	0	非常好喝的茶
5196	0	看包装挺好的，还没有喝，但是感觉很划算
5197	0	买过好多好多次了，家里人都说这个茶不错
5198	1	1.茶叶有点碎。2.茶汤里也有没想象中干净清澈。味还可以，上班喝挺好。希望下次拍会让我去掉以上两点。
5199	0	发货很快，包装很好，也很认真，赞
5200	0	老顾客了，已经多次购买了，还是很好哦。
5201	0	继续信赖卢正浩，真的很不错，还送了夹子，很贴心！
5202	0	性价比高，老牌子值得信任。全5分了。
5203	0	好棒。多次购买了，很满意
5204	0	妈妈说不错
5205	0	好,大大为你点赞
5206	0	茶叶不错，挨个品尝的，值，慕青和贡羽的服务非常好表扬一下，全五分
5207	0	准备送人的
5208	0	茶叶还可以 味道还行 送的杯子很精致！ 客服白琳服务很到位 很有耐心
5209	0	发货速度快，包装精美，茶叶口感非常好，是新茶，和卖家描述一致，非常满意
5210	0	好
5211	1	买了两次，两次都没有把电话印上快递单，收个快递折腾半天
5212	0	茶叶不错
5213	0	满意，连续第二年买他家茶叶。
5214	0	第二次买，很好。下次还来。 好
5215	0	卖家包装的很好 价格也很实惠 喝了点 味道非常的好 很满意的一次网购
5216	0	不错
5217	0	good
5218	0	一直喝，不错。
5219	1	茶品质应该去旧茶，但便宜，我自己喝，还是没有问题，
5220	1	茶叶泡成茶水后喝进嘴里有些微苦然后变成微甜，喝下去后口齿留香感觉挺好的。就是送的杯子没话说刚用就炸了。杯底爆掉了！。。。
5221	0	怎么说呢，不是太懂
5222	0	茶收到了，包装精美，口感不错，还送了杯子，好评
5223	0	是老顾客了，茶可以，就是双十一抢购的事以后不干了。
5224	0	超级好喝的茶叶，多次购买了！
5225	0	绿茶不错，还很实惠。
5226	1	有点小贵啊
5227	1	豆香不明显，梗很多，和以前比缩水了
5228	0	龙井茶叶，口感不错，值得信赖，包装优美，值得一赞
5229	0	好
5230	0	货真价实，好评。
5231	0	很好，值得买
5232	0	第二次在这家店铺买了，茶叶质量还可以！
5233	1	不耐泡！茶叶一般！
5234	0	不错 比在店里买实在 好评 满意
5235	0	不错,味道蛮香的。
5236	0	茶叶还不错，明显的豆香气，赞一下。 好！
5237	0	不错味道正宗
5238	0	还没喝呢，但是因为老茶树的牌子，应该不错，买了他家好多了，还是不错的
5239	0	超级细心的卖家！包装好极了！发货也快，满意！
5240	0	好评
5241	1	茶叶很碎，同事说是夏茶，口感很苦，颜色暗黄，不过就价格来说就不多说什么啦
5242	1	味道不怎么样
5243	0	东西不错，也很好喝 服务很好 很贴心
5244	0	好，茶不错
5245	0	一如既往，货真价实。甚好！
5246	0	跟网上说的一样的不错
5247	0	只说三个字，物有所值
5248	0	本人口味重，感觉这e包比特级茶口味好！
5249	0	不错 很好
5250	0	买过好多次，可以
5251	0	一如既往的好，每年都来预定
5252	0	茶叶不错
5253	0	个人口感问题吧，我觉得还行，过得去
5254	0	不错
5255	0	推荐如此好的龙井。
5256	0	茶叶不错还送了小杯子很喜欢，要有两个就好了哈哈!这是第三次购买了这茶叶了，以后会继续光顾!
5257	0	挺好的，性价比很高
5258	0	一如即往的好
5259	0	已经喝了不少啦！老公说挺好的茶叶，之前也一直在他家买，一直都是忠实的顾客很好。
5260	0	价格实惠，口感非常的好，老板很热情，发货也快，性比价高，下次还来
5261	0	不错，买两次了。
5262	0	多次购买，好!
5263	0	味道挺香的，口感也好，下次可以再买
5264	1	每年都买，希望今次保持水准。豆香味差一级。
5265	0	很不错茶香浓郁。
5266	0	还可以吧。
5267	0	茶叶质量不错，一直喝这里的茶，很好。
5268	0	包装不错
5269	1	茶叶棒棒哒，送人正合适，就是有点小。
5270	1	听说最近这个牌子茶挺火，买来一瓶送老公，老公说挺好的。就是有点碎，算是小遗憾吧。
5271	0	包装的挺特别的，茶的味道也好，很满意
5272	0	好東西 物超所值
5273	1	茶叶太次了，一点口感都没有，我是看评论买的，哎，上当了！
5274	0	香味很浓，喝着不错！
5275	1	茶叶一般
5276	0	第二次购买，还会再来。
5277	1	梅红感觉比原来差了很多
5278	0	买了好几次了 口粮茶
5279	0	好喝
5280	0	不错的龙井，味道醇香，芽头不错，好评。 很满意
5281	0	物有所值
5282	0	很好，一如既往的优秀， 送的瓷杯超喜欢 很好， 包装，快递物流都满意
5283	0	物流很快，茶叶很好
5284	0	试喝便宜的茶，口感很好。十分满意！全5分。大品牌就是好，以后定点此店。 十分满意。
5285	1	买了，有茶喝起来有点淡，别的都挺好。估计和价钱有关吧。还是给好评。
5286	0	性价比还可以
5287	0	宝贝收到了，第二次购，信誉好，满意。
5288	0	一般
5289	0	第2次买了不错
5290	0	茶叶质量很好，味道很好清新，和店主描述的一样 非常满意
5291	0	茶叶?错，
5292	1	还不错，有些梗子，稍微有点苦尾子，总的来说对得起价格
5293	0	爸爸爱喝
5294	1	除了发货和以前一样龟速 其它一切如常
5295	0	还是很好的，下次买个更好的尝尝
5296	0	味道很不错，第一次买后就一直在这买了。
5297	1	原本下了两个订单，结果卖家只发了一个包裹，到货还以为丢了一个。拆开包裹才发现原来卖家把我的订单合并成一个包裹发给我。
5298	1	就是泡两到三次就没味了，本来我是喝浓茶的，所以我说一般般，哈哈
5299	0	包装不错。。很方便
5300	0	便宜
5301	0	上次买过了，很好，
5302	0	味道不错
5303	0	一直买你家的，满意
5304	0	茶叶还不错哦
5305	0	东西很好！汤色口感叶形俱佳！
5306	0	好茶叶，清香味醇，叶片整齐，招待茶友很拿得出手，很争面子。 包装紧扎，发货迅速，快递得力。
5307	0	N次购买，值得信赖的商家。
5308	1	比想象的要稍微差一点，但还算是在接受范围内了，可以喝
5309	0	居然没有茶壶送了，刚刚试了碧螺春，感觉茶叶也一般般，茶叶倒出来的时候太多粉了。
5310	0	茶叶的颜色很漂亮 收到之后就泡了一点 口感很好 很好喝 价格划算 准备再买点送给朋友
5311	0	我是老常客了，经常买这家点的茶叶，质量，口感非常好。我会一直喝这家的西湖龙井 谢谢客服
